,Review,Ratings
873,Nice product Superb packing... Keep it upREAD MORE,4
874,Perfect product! Very good productREAD MORE,5
876,Did not meet expectations Very worst productREAD MORE,1
877,"Pretty good Best product available in market today, but its costlyREAD MORE",4
878,Waste of money! Very bad experienceREAD MORE,1
879,Awesome Super oneREAD MORE,5
880,"Expected a better product After 3 day use, shuttle is being uselessI dought on qualityREAD MORE",2
881,Great product Good experience with original shuttles.. delivery within 2 daysREAD MORE,5
882,Terrific Best product must buyREAD MORE,5
885,Terrific Original shuttles delivered. Value for money. Go for itREAD MORE,5
886,Fabulous! Nice superREAD MORE,5
887,Best in the market! Good product thanks flipkartREAD MORE,5
888,Did not meet expectations Bad and not a real productREAD MORE,1
889,Highly recommended Good quality productREAD MORE,5
890,Must buy! Very nice productREAD MORE,5
891,Horrible Very bad quality.READ MORE,1
892,Worth every penny SuperREAD MORE,5
893,Excellent SuperREAD MORE,5
896,Great product Thank youREAD MORE,5
897,Great product niceREAD MORE,5
898,Best in the market! Durability isn't that good for 350READ MORE,5
899,Just wow! Unbelievable best shuttle....READ MORE,5
900,Delightful Good qualityREAD MORE,4
901,Hated it! Not original products too worstREAD MORE,1
903,Did not meet expectations DisappointedREAD MORE,1
904,Perfect product! niceREAD MORE,5
906,Simply awesome Go for this shuttle only if you are professionalREAD MORE,5
907,Must buy! Mast qualityREAD MORE,5
908,Fabulous! Original product.It was awesome.READ MORE,5
909,Great product NiceREAD MORE,5
910,Pretty good Fabulous products.READ MORE,4
913,Very Good Nice product thanx flipkartREAD MORE,4
914,Fair Product is not up to the markREAD MORE,3
915,Wonderful Nice picREAD MORE,5
917,Great product OriginalREAD MORE,5
918,Worth the money OkREAD MORE,4
919,Highly recommended Good QualityREAD MORE,5
921,Good quality product NiceREAD MORE,4
922,Expected a better product Waste productREAD MORE,2
923,Best in the market! TqREAD MORE,5
924,Did not meet expectations Very very worst quality i ever receivedREAD MORE,1
927,Unsatisfactory Quality is very poorREAD MORE,1
928,"Useless product Worst product, worst appREAD MORE",1
931,Classy product Value for moneyREAD MORE,5
933,Super! SatisfiedREAD MORE,5
934,Just wow! Amazing 😊READ MORE,5
935,Value-for-money Good productREAD MORE,4
937,Worth every penny FineREAD MORE,5
938,Perfect product! Very nice shuttle love it 👌READ MORE,5
939,Delightful Very nice productREAD MORE,4
940,Hated it! Poor quality and westage of money shuttle broken in two  three gamesREAD MORE,1
942,Hated it! Waste products not good quickly damageREAD MORE,1
943,Just okay NiceREAD MORE,2
945,Worth the money It's good productREAD MORE,4
946,Terrific SuperREAD MORE,5
947,Horrible Bad produtVery badREAD MORE,1
949,Good choice Durability is goodREAD MORE,4
950,Worth every penny Very beautiful and attractiveREAD MORE,5
951,Super! okREAD MORE,5
953,Classy product Good itemREAD MORE,5
954,Great product Good product 👌🏼READ MORE,5
955,Good choice NiceREAD MORE,4
956,"Worst experience ever! Fake Product, not lasting even a day.READ MORE",1
957,Mind-blowing purchase Very nice shuttleREAD MORE,5
958,Worth every penny This product is very good qualityREAD MORE,5
959,Terrific purchase Very good shuttle. Everyone is playing with this shuttle.READ MORE,5
960,Great product Good product SupperREAD MORE,5
961,Terrific Super productREAD MORE,5
962,Excellent Excellent qualityREAD MORE,5
963,Fabulous! bestREAD MORE,5
964,Expected a better product Very bad haaREAD MORE,2
965,Great product Excellent product and deliveryREAD MORE,5
966,Delightful Very goodREAD MORE,4
967,Classy product Long lasting then any otherREAD MORE,5
968,Not good Poor quality 2 shuttle dameged very soon. I think that was old stock.READ MORE,2
969,Just wow! NiceREAD MORE,5
970,Good quality product Good oneREAD MORE,4
971,Best in the market! goodREAD MORE,5
972,Terrific purchase GoogREAD MORE,5
973,Terrific NiceREAD MORE,5
975,Not recommended at all Damaged product.READ MORE,1
977,Great product SuperbREAD MORE,5
978,Very Good Good but should more of in qualityREAD MORE,4
979,Best in the market! SuperbREAD MORE,5
980,Best in the market! Nice product 👍READ MORE,5
981,Simply awesome Good product value for moneyREAD MORE,5
983,Did not meet expectations Bad quality shuttles gone in a week.READ MORE,1
984,Must buy! Perfect for everyoneREAD MORE,5
985,Classy product Superb quality with nice packingREAD MORE,5
987,Just wow! One of the best shuttle for outdoor playREAD MORE,5
988,Best in the market! Thank you. Super goodREAD MORE,5
991,Waste of money! Worst Product... All shuttles are damaged... Old material...READ MORE,1
992,Horrible Very bad product returnedREAD MORE,1
993,Waste of money! Bad brotactREAD MORE,1
995,Waste of money! D grade product. 🤮READ MORE,1
996,Decent product Quality was not goodREAD MORE,3
997,Useless product Very badREAD MORE,1
999,Wonderful NiceREAD MORE,4
1001,Don't waste your money Very very badREAD MORE,1
1002,Useless product Nice Packing and fast deliveryREAD MORE,1
1003,Mind-blowing purchase Nice but quit expensiveREAD MORE,5
1004,Unsatisfactory very bad qualityREAD MORE,1
1005,Could be way better Not in normal quality and very Speed while playingREAD MORE,2
1007,Brilliant Just perfect for bed.......@@@ ItanagarREAD MORE,5
1008,Mind-blowing purchase Good 👍READ MORE,5
1009,"Wonderful Nowadays it's coming Hardy 2-3 hrs playing onlyQuality is going down, rate is going upNeed to search for alternativeREAD MORE",4
1010,Nice product ExcellentREAD MORE,4
1012,Nice Good oneREAD MORE,3
1013,Don't waste your money Second quality 👎READ MORE,1
1014,Good quality product Very good. Shuttle.READ MORE,4
1015,Worth every penny Super quality ❤❤❤READ MORE,5
1016,Super! Trusted....and satisfiedREAD MORE,5
1017,Unsatisfactory Worst experience with filpkartREAD MORE,1
1018,Classy product Good productREAD MORE,5
1020,Value-for-money Best for every badminton playerREAD MORE,4
1023,Absolute rubbish! Flower damagedREAD MORE,1
1025,Just wow! Loved it. Ekdum original qualityREAD MORE,5
1027,Super! Thanks FlipkartREAD MORE,5
1029,Super! Good productREAD MORE,5
1031,Bad quality Products damageREAD MORE,5
1033,Fabulous! FabulousREAD MORE,5
1034,Decent product It okayREAD MORE,3
1035,Expected a better product Quality is to badREAD MORE,2
1036,Classy product SuperbREAD MORE,5
1037,"Slightly disappointed Very low quality cork, i do not expect 4 or 5 games  to go but in the very first game the cork has come out where the feather part stays brqnd new. Such a cheap quality is not expectes from Yonex.READ MORE",2
1041,Super! NiceREAD MORE,5
1042,Wonderful Very niceREAD MORE,5
1043,Nice Most of shuttle are flying fast and getting damaged after 3 or 4 gamesREAD MORE,3
1044,Mind-blowing purchase Good quality shuttle.. even Playing on outdoor...READ MORE,5
1045,Perfect product! Its goodREAD MORE,5
1046,Perfect product! Good 👍READ MORE,5
1047,Good choice Good product.READ MORE,4
1050,Great product Very niceREAD MORE,5
1051,Highly recommended Very good shuttlecock in outdoor and indoor i love this shuttleREAD MORE,5
1053,Pretty good OkREAD MORE,4
1054,Very poor Item damagedREAD MORE,1
1055,Not recommended at all This item is very very poor qualityREAD MORE,5
1056,Highly recommended Quality is good 🙂🙂READ MORE,5
1057,Really Nice Yonex 350 good👍READ MORE,4
1059,Classy product Good qualityREAD MORE,5
1060,Decent product Awesome projection but very low life compared to lining.READ MORE,3
1062,Waste of money! Very bad quality this time. All the shuttle balls are broken in single match without hitting shots. Usually each ball lasts for 4 days with 8 heavy matches per day. Totally disappointed. Waste of my money.READ MORE,1
1064,"Moderate Quality is not expected, play of 1st day cork has brokenREAD MORE",2
1066,Don't waste your money The whole box of 6 shuttle lasted only 1 week... Nowadays 350.manufacturing is heavily affected due to covid resource crunch...they are increasing the price but quality is degrading drastically..READ MORE,1
1067,Highly recommended Thanks for quality product sendingREAD MORE,5
1069,Awesome Good 👍🏻READ MORE,5
1070,Highly recommended I received mavis 350 shuttle boox but i have not satisfied due to very fast speed an head side is a havy wight.. After two three game after flye will be not a good....READ MORE,5
1072,Super! Good product 👍READ MORE,5
1073,Mind-blowing purchase A reliable professional shuttleREAD MORE,5
1074,Utterly Disappointed Its not orginalREAD MORE,1
1075,Fabulous! SupabREAD MORE,5
1076,Must buy! Excellent shuttle just love itREAD MORE,5
1077,Good quality product Good for outdoor. Cork weight is balanced. Pretty good life.READ MORE,4
1078,Must buy! Just Wao. It was original one. 👌READ MORE,5
1079,Highly recommended OkREAD MORE,5
1080,Pretty good Good QualityREAD MORE,4
1081,Wonderful It's goodREAD MORE,5
1082,Fabulous! Best in classREAD MORE,5
1083,Must buy! Nice product tq FlipkartREAD MORE,5
1084,Just wow! HorribleREAD MORE,5
1085,Terrible product The product was 2021 model and not good for play..READ MORE,1
1086,Good quality product This time cork was goodREAD MORE,4
1088,Moderate Quality was too bad. Cork are spinning while Playing.READ MORE,2
1089,Super! Good products thank u flipkartREAD MORE,5
1090,Fabulous! Great playingREAD MORE,5
1091,Super! Nice productREAD MORE,5
1092,Must buy! ExcellentREAD MORE,5
1093,Decent product Quality of product is poorREAD MORE,3
1094,Highly recommended BestREAD MORE,5
1095,Excellent Very nice 👍READ MORE,5
1096,Simply awesome Good product Fast deliveryREAD MORE,5
1097,Perfect product! This is a very good shuttleREAD MORE,5
1098,Wonderful Good to useREAD MORE,5
1099,Perfect product! Love ❣️ osm qualityREAD MORE,5
1100,Very Good Loved it ☺️☺️☺️READ MORE,4
1101,Fabulous! Nice product. But price is getting too high. And duration is getting reduce.READ MORE,5
1102,Great product Excellent durabilityREAD MORE,5
1103,Does the job Quality nowadays is very badREAD MORE,3
1105,Value-for-money Good  payREAD MORE,4
1107,Does the job Ok not badREAD MORE,3
1108,Terrific Nice and high servicesREAD MORE,5
1109,Perfect product! Ok good for itREAD MORE,5
1110,Worst experience ever! Too expensiveREAD MORE,1
1111,Awesome SuperbREAD MORE,5
1113,Worth the money Go for the bestREAD MORE,4
1114,Great product Good qualityREAD MORE,5
1115,Did not meet expectations Very bad productREAD MORE,1
1117,Bad quality Very worst shuttlesREAD MORE,2
1118,Fabulous! Perfect one to play with orginal product.READ MORE,5
1119,Could be way better There are not last long enough poor qualityREAD MORE,2
1120,Classy product SuperREAD MORE,5
1121,Brilliant one of the best shuttles i’ve has playedREAD MORE,5
1122,Highly recommended Fantastic...READ MORE,5
1124,Just wow! Good one.READ MORE,5
1125,Wonderful BestREAD MORE,5
1126,Wonderful Good....READ MORE,4
1129,Decent product AverageREAD MORE,3
1130,"Absolute rubbish! Very bad quality, this ball box worst,READ MORE",1
1132,"Terrific Super, not compare with any other products. That quality is awesome.READ MORE",5
1133,Perfect product! Good qualityREAD MORE,5
1135,Awesome ExcellentREAD MORE,5
1136,Nice product I'm order product in original is received so happy thanksREAD MORE,4
1138,Worth every penny NiceREAD MORE,5
1141,Fabulous! Original product long lastingREAD MORE,5
1142,Fabulous! Super quality product... TQ FLIPKARTREAD MORE,5
1144,Awesome Good goodREAD MORE,5
1145,Great product good quality and long lifeREAD MORE,5
1147,Decent product Not happyREAD MORE,3
1149,Simply awesome It's good to playREAD MORE,5
1152,Simply awesome Best for allREAD MORE,5
1154,Best in the market! GenuineREAD MORE,5
1156,Must buy! Nice qualityREAD MORE,5
1159,Classy product goodREAD MORE,5
1161,Worst experience ever! Shuttle cork has been separated with in 1 hoursREAD MORE,1
1162,Terrific purchase Best I loved itREAD MORE,5
1164,Fabulous! OriginalREAD MORE,5
1165,Worth every penny Excellent.... It's the Original product...!! Superb & DurableREAD MORE,5
1166,Nice product Good pricingREAD MORE,4
1167,"Wonderful Perfect quality, perfect paking and perfect delivery time as we have expected.READ MORE",5
1168,Classy product Best for beginnersREAD MORE,5
1169,Worthless Very worst quality.READ MORE,1
1170,Moderate Quality was not good at all. Did not last long like the ones we bought locally of the same brand and modelREAD MORE,2
1171,Fabulous! This is  vary nice productREAD MORE,5
1172,Worth the money Good shuttleREAD MORE,4
1173,Must buy! Nice product 🌹🤩🥰🌹READ MORE,5
1174,Classy product Regular customer. Perfect as alwaysREAD MORE,5
1175,Wonderful Good qualityREAD MORE,4
1177,Classy product Nice oneREAD MORE,5
1178,"Terrific purchase really original,,READ MORE",5
1179,Did not meet expectations Product not goodREAD MORE,1
1180,Horrible Very bad itemREAD MORE,1
1181,Could be way better Not good am not impressedREAD MORE,2
1183,"Expected a better product Not good quality this time , not durableREAD MORE",2
1184,Super! Awesome ❤❤READ MORE,5
1185,Terrific Best product worth for moneyREAD MORE,5
1187,Terrific purchase Nice productREAD MORE,5
1188,Delightful Very niceREAD MORE,4
1189,Slightly disappointed Bad life.. tore easilyREAD MORE,2
1190,Expected a better product Not goodREAD MORE,2
1193,Classy product Mavis is masivREAD MORE,5
1194,Terrific purchase Nice 👍👌READ MORE,5
1197,Super! Worth every penny...READ MORE,5
1199,Decent product Price is toooo high..READ MORE,3
1200,"Fabulous! Original product, I've been playing for more than 5 yrs. No defects found yet.READ MORE",5
1203,Highly recommended Original product...Worth for the moneyREAD MORE,5
1204,Horrible Bad productREAD MORE,1
1205,Good choice nice product and delivered on time....READ MORE,4
1206,Fabulous! NiceREAD MORE,5
1207,Not recommended at all Very bad shuttle..Broken very fastREAD MORE,1
1208,Excellent Nice helpful for my delay practice 👍👍👍👍READ MORE,5
1209,Simply awesome Nice oneREAD MORE,5
1210,Really Nice Good for itREAD MORE,4
1211,Nice product Good Enough.READ MORE,4
1213,Worth every penny Very good product and the seller cooperation is wonderful 😊.READ MORE,5
1215,"Fair Doesn't stays slow after 1 day of a game. Writes slow, doesn't stand a chanceREAD MORE",3
1216,"Absolute rubbish! Bad product, bottom side quality is too bad,fake product , didn't expect from Yonex and FlipkartREAD MORE",1
1217,Worth every penny Excellent productREAD MORE,5
1218,Awesome Original and good quality...READ MORE,5
1219,Worth the money SuperbREAD MORE,4
1220,Excellent Nice ProductREAD MORE,5
1222,Good choice Yonex std quality alwaysREAD MORE,4
1223,Classy product Very good nice quality 👍☺️👍☺️👍👍☺️☺️READ MORE,5
1226,Wonderful Outstanding shuttle osmm experience while playingREAD MORE,5
1227,Worthless Worst product. All shuttle break from cork.READ MORE,1
1228,"Just wow! This is even better than 2000. It's Cork is stronger and hence more durable. But in 2000, shuttle is better but it detaches itself easily from Cork and less durable.READ MORE",5
1229,Just wow! In time keep it upREAD MORE,5
1230,Terrific ExcellentREAD MORE,5
1232,Good NiceREAD MORE,3
1233,Classy product Thanks Lot for Quick delivery. Nice experience.READ MORE,5
1234,Brilliant NiceREAD MORE,5
1235,Best in the market! Really niceREAD MORE,5
1236,Could be way better Out of 6 box one of the box is not good Its base is coming out in one game only just 15 mins game.It has happens for 4 shuttle of the se box.READ MORE,2
1238,Fair AwesomeREAD MORE,3
1239,"Wonderful Quality and rates are very good, what else is required after thatREAD MORE",5
1240,Brilliant Awesome products.....but only problem is priceREAD MORE,5
1241,Great product Good product but it's price was so high...READ MORE,5
1242,Pretty good FineREAD MORE,4
1243,Classy product This time quality is best 🔥🔥READ MORE,5
1244,Value-for-money PerfectREAD MORE,4
1246,Very poor Product Is Vey Much Bad ....And the price Dosn't Match With The quality ..very Bad productREAD MORE,1
1247,Good Good product but i was using mavis 350 so there is no compare but the shuttle is very weak.playing arround 30 mins the upper material got damagedREAD MORE,3
1248,Fabulous! Very good shuttleREAD MORE,5
1249,Did not meet expectations Quality was not good....READ MORE,1
1250,Great product Super hitREAD MORE,5
1251,Fair I got the bad quality one 😢READ MORE,3
1252,Just wow! GreatREAD MORE,5
1253,Nice product good productREAD MORE,4
1254,Classy product NiceREAD MORE,5
1255,Utterly Disappointed NycREAD MORE,1
1256,Decent product 4 to 6 games only it will be new shuttle.. after that shuttle swinging irregularlyREAD MORE,3
1257,Utterly Disappointed Worst quality... Shuttles are shaking while playing... Bad quality.READ MORE,1
1258,"Fair Best in market, but durability is less.READ MORE",3
1259,Terrible product Worst on recent times.We played new Ball today.Two balls bottom tape were gone within 2 hours.I attach with image.The last two delivery was only worst.We are intermediate players and playing doubles.A single ball can stand atleast two day but last two delivery whole 6 balls were damaged within 3 days.READ MORE,1
1260,Classy product Good QualityREAD MORE,5
1261,Value-for-money Quality of product is very good but speed is very high.READ MORE,4
1263,Great product Good productREAD MORE,5
1264,"Hated it! All the shuttle bottom got broken, waste of money..READ MORE",1
1266,Highly recommended good product value of moneyREAD MORE,5
1267,Fair Not as good as per it's priceREAD MORE,1
1269,Worth every penny Good and long lastingREAD MORE,5
1270,Worst experience ever! Worst product.it lasts only two days (each cork)READ MORE,1
1271,Very poor Not badREAD MORE,1
1272,Mind-blowing purchase Got few defective but then got replaced. Now these are very good to play.READ MORE,5
1273,Slightly disappointed Poor quality not byingREAD MORE,2
1275,Fabulous! Best 👍👍👍👍READ MORE,5
1276,Don't waste your money Worst qualityREAD MORE,1
1277,Terrific purchase Nice shuttle for beginners to intermediate players. Very very good for practice.READ MORE,5
1278,Don't waste your money Product not good...READ MORE,1
1279,Awesome Good QualityREAD MORE,5
1280,Simply awesome BestREAD MORE,5
1281,Absolute rubbish! The quality was bad and it didn't lasted for even a month.READ MORE,1
1283,Could be way better Quality is very poor...READ MORE,2
1286,Nice Much costlier in winter season.READ MORE,3
1287,Fabulous! Amazing shuttlesREAD MORE,5
1290,Awesome Awesome but price is very HighREAD MORE,5
1291,Best in the market! Too costly.Hardly lasts for a day.READ MORE,5
1293,Expected a better product Very BadShuttle broke after 1 gameREAD MORE,2
1295,Mind-blowing purchase Good shuttlecockREAD MORE,5
1296,Terrific You did wonderful jobREAD MORE,5
1297,Perfect product! Good productREAD MORE,5
1298,Very Good Very good productREAD MORE,4
1299,Must buy! Good 👍👍👍READ MORE,5
1300,"Not recommended at all Don't buy this , it was a worst purchase ever. Can't play more than one game with this shuttleREAD MORE",1
1301,Fabulous! 👍🏸🏸 shuttlecock with nice and long durability .its value for money🤑🤑🏸🏸🏸READ MORE,5
1303,Mind-blowing purchase Best shuttles for indoor gamesREAD MORE,5
1304,Worthless quality poorREAD MORE,1
1306,Wonderful Very good product without any confusionREAD MORE,5
1307,Must buy! It's the s good qualityREAD MORE,5
1308,Very poor Quality of the product was too badREAD MORE,1
1309,Highly recommended Bad qualityREAD MORE,5
1310,Wonderful Wonderful product 👍👍READ MORE,4
1313,Delightful Nice product. fast deliveryREAD MORE,4
1314,Terrible product Very bad quality shuttle Torn the mesh only within 3gamesREAD MORE,1
1315,Worth every penny It was originalREAD MORE,5
1316,Perfect product! Genuine product performed as expectedREAD MORE,5
1317,Super! full mostiREAD MORE,5
1318,Worth every penny Nice oneREAD MORE,5
1320,Fabulous! Received the original product and it’s awesome.READ MORE,5
1324,Bad quality Base of shuttle is very low quality.READ MORE,2
1325,Slightly disappointed Quality not goodREAD MORE,2
1326,Moderate Bad colourREAD MORE,2
1328,Horrible Not expected that yonex sales such default shuttlesREAD MORE,1
1329,Really Nice Orginal item goodREAD MORE,4
1330,Mind-blowing purchase Very good product One shuttle you have to play minimum ten gsmesREAD MORE,5
1331,Value-for-money BestREAD MORE,4
1332,"Moderate Really bad experience,,  some of them is very poor quality..  Don't go for itREAD MORE",2
1333,Excellent Super shuttleREAD MORE,5
1334,Pretty good It's awesomeREAD MORE,4
1335,Highly recommended SupportREAD MORE,5
1336,Super! Best shuttleREAD MORE,5
1337,Just okay Very bad quality and very high price not acceptable this range .READ MORE,3
1338,Excellent PerfectREAD MORE,5
1340,Good choice Very good product.READ MORE,4
1341,Hated it! All shuttles were too bad. They are breaking easily after 3-4 gamesREAD MORE,1
1342,Could be way better Quality of this  product purchased online is poor as compared to offline stores.👎🏼READ MORE,2
1343,Does the job Cork is slowREAD MORE,3
1344,Just okay Not DurableREAD MORE,3
1345,Terrific purchase Long lasts than other nylon shuttleREAD MORE,5
1347,Really Nice Good 👍READ MORE,4
1349,Simply awesome Genuine product and no used ones luckilyREAD MORE,5
1351,Best in the market! Good jobREAD MORE,5
1352,Awesome Very bad qualityREAD MORE,5
1355,Just wow! Thanks for delivery in timeREAD MORE,5
1358,Very Good It's niceREAD MORE,4
1360,Best in the market! Great stuff♥️READ MORE,5
1361,Perfect product! Nice tqREAD MORE,5
1362,Must buy! Long lastingREAD MORE,5
1363,Super! Good product but his price is very high...READ MORE,5
1364,Terrific purchase ExcellentREAD MORE,5
1366,Excellent GoodREAD MORE,5
1369,Very Good An original yonex shuttle. Decent price as compared to the market. Durability is not that much. It would hardly last 6-7 matches at max. But the flight path is very predictable and is a very good option and more durable in comparison to the feather shuttle.READ MORE,4
1370,Awesome Mind blowingREAD MORE,5
1371,Does the job Didn't last long. Normaly one shuttle is good for 3 day but this one work for 1 day only. And every time shuttle got destroyed it always got broke from from part only.READ MORE,3
1372,Brilliant Very good.READ MORE,5
1373,Best in the market! Good one I like itREAD MORE,5
1374,Brilliant Very nice productsREAD MORE,5
1375,Awesome Got original productREAD MORE,5
1376,Does the job Little slow than normal shuttle.READ MORE,3
1377,Perfect product! Well brandREAD MORE,5
1379,Awesome This is my fourth order ...🥲🥲🥲 recieved 10 rupees shuttlesREAD MORE,5
1384,Not good All got broken so soon.READ MORE,2
1385,Wonderful Good quality 👍READ MORE,5
1386,Good choice Good quality. Delivered on time .READ MORE,4
1388,Could be way better Unlike my earlier purchases this is not even lasting for  2 days .READ MORE,2
1389,Unsatisfactory Low quality... don't buy online😖READ MORE,1
1390,Terrific Looks genuine with great qualityREAD MORE,5
1391,Simply awesome Good productREAD MORE,5
1392,Expected a better product Quality is very poor..READ MORE,2
1393,Bad quality No goodREAD MORE,2
1396,Nice Good Product but Delivery is too late...READ MORE,3
1397,Awesome This is the original product. Buy with no hesitationREAD MORE,5
1398,Just wow! Very nice and good quality service.....thanks flipkart and team.READ MORE,5
1399,Pretty good Super ❤️READ MORE,4
1401,Wonderful FineREAD MORE,5
1402,Super! Too goodREAD MORE,5
1403,Did not meet expectations Bad product..... Waste of money😡Don't buy this productREAD MORE,1
1404,Awesome Very nice product.. Delivered in only 1 day.. Super super super 👍👍👍READ MORE,5
1406,Wonderful Its good but slow moveREAD MORE,4
1408,Terrific purchase Good boyREAD MORE,5
1409,Wonderful niceREAD MORE,5
1410,Value-for-money Very good qualityREAD MORE,4
1411,Classy product Original product.  Liked itREAD MORE,5
1412,Fair Durability is very poor in compare with before...READ MORE,3
1414,Wonderful This easy to playREAD MORE,5
1416,Simply awesome Good product. Original Yonex.READ MORE,5
1418,Wonderful As usual it's a good one. Its YonexREAD MORE,4
1419,Must buy! BestREAD MORE,5
1420,Must buy! nice shuttle for reasonable price. the flight doesnt alter much even after 6 or 7 games. far better than those purchased from local storesREAD MORE,5
1422,Brilliant Best shuttle for practiceREAD MORE,5
1423,Perfect product! Marvellous product.READ MORE,5
1424,Perfect product! Good oneREAD MORE,5
1425,Worthless Quality not goodREAD MORE,1
1426,Brilliant SuperREAD MORE,5
1429,Simply awesome Awesome product 👍🏻READ MORE,5
1431,Hated it! poor QualityREAD MORE,1
1432,Could be way better Product quantity to badREAD MORE,2
1434,Value-for-money Nice productREAD MORE,4
1437,Delightful BestREAD MORE,4
1438,Hated it! not goodREAD MORE,1
1439,Don't waste your money Not that good ququalityREAD MORE,1
1440,Nice product SuperREAD MORE,4
1441,Really Nice genuine product thank you flipkartREAD MORE,4
1442,Just wow! I'm an intermediate player. The shuttle easily lasts for 10-15 games without any problem. Can be used for casual outdoor games.READ MORE,5
1443,Classy product Best!READ MORE,5
1444,Good Not badREAD MORE,3
1445,Fabulous! GREAT SELLER REPLACEMENT DELIVERY IN 2 daysREAD MORE,5
1446,Good choice Good QualityREAD MORE,4
1447,Perfect product! Nice qualityREAD MORE,5
1449,"Waste of money! Instead of Mavis 350,I got Mavis 2000i.That product is also duplicate. I am quite frustrated. Please don't buy this product.READ MORE",1
1450,Unsatisfactory AverageREAD MORE,1
1453,Classy product Amazing priceREAD MORE,5
1454,"Awesome The product and pacaging is very good 👌, thank you flipkartREAD MORE",5
1455,Mind-blowing purchase AwesomeREAD MORE,5
1458,Classy product ExcellentREAD MORE,5
1459,"Classy product Must buy , value for moneyREAD MORE",5
1460,Fabulous! ValuableREAD MORE,5
1461,Wonderful SuperREAD MORE,5
1462,Utterly Disappointed Iam order this cockes are quality is not good and speed is slow bad productREAD MORE,1
1463,Very Good Good oneREAD MORE,4
1464,Good Not good and bottom of corck damage early when we ply not sticky we believe Yonex but this was not  good productREAD MORE,3
1465,Best in the market! Very good goodREAD MORE,5
1466,Simply awesome Very good qualityREAD MORE,5
1467,Pretty good WorthyREAD MORE,4
1468,Delightful Product is good.READ MORE,4
1469,Really Nice Good productREAD MORE,4
1470,Best in the market! Nice packing  good qualityREAD MORE,5
1471,Perfect product! OkREAD MORE,5
1472,Nice product Nice productREAD MORE,4
1474,Best in the market! Best badminton shuttle nothing is better than this product Just a little expensive but is the best !READ MORE,5
1475,Nice The price of this product is highREAD MORE,3
1476,Delightful SuperbREAD MORE,4
1478,Not good Speed of the shuttle is not not as per standard Yonex Mavis 350?READ MORE,2
1481,Highly recommended Good you such definetely go for it 👍👍🤞READ MORE,5
1482,Waste of money! GoodREAD MORE,1
1483,Must buy! Good ProductAwesome Delivery Nice Durability Highly Recommended 🥰🥰READ MORE,5
1484,Fair Some shuttles are worst.READ MORE,3
1485,Good choice ExcellentREAD MORE,4
1486,Terrific purchase BestREAD MORE,5
1487,Good quality product Not badREAD MORE,4
1490,Good choice Very niceREAD MORE,4
1491,Worth every penny GodREAD MORE,5
1492,Excellent excellentREAD MORE,5
1493,Excellent This is perfectREAD MORE,5
1494,Awesome goodREAD MORE,5
1495,"Slightly disappointed I don't think it is Mavis 350, quality is badREAD MORE",2
1496,Great product Very good qualityREAD MORE,5
1498,Not good Quality is not goodREAD MORE,2
1500,Absolute rubbish! Worst Quality.....READ MORE,1
1501,Brilliant ok okREAD MORE,5
1502,Awesome Good one... Little more quality requiredREAD MORE,5
1504,Wonderful Perfect to playREAD MORE,5
1505,Brilliant Tq okREAD MORE,5
1506,Terrific Genuine product.READ MORE,5
1507,Excellent Excellent balanceREAD MORE,5
1508,Useless product Too expensiveREAD MORE,1
1510,Great product Gud to playREAD MORE,5
1511,Very Good Value for money 💵 buy it again ☺️READ MORE,4
1512,Super! Very..good product.. i really... impressedREAD MORE,5
1513,Brilliant Superb corckREAD MORE,5
1516,Worthless We play 2 hours daily and none of this lasted a whole day. Poor quality .READ MORE,1
1518,Super! We use always this.super.READ MORE,5
1519,Good Nice 🙂READ MORE,3
1520,Does the job Not so bad and not so good.Average product .READ MORE,3
1521,Delightful niceREAD MORE,4
1522,Great product Gods productREAD MORE,5
1523,Perfect product! Quality of the product is very good and it's quite genuine productREAD MORE,5
1524,Terrific purchase Very good...Durable...READ MORE,5
1525,Must buy! There is no one better than yonex MavisREAD MORE,5
1526,Really Nice I m using mavis 350 since 5 years.. I would have given 5 stars but -1 star for condition of barrel received. However shuttles are in good condition as it is nylon.Delivery was good received the item within three days.READ MORE,4
1527,Nice product Bad packings shuttle complicatedREAD MORE,4
1529,Excellent Original made in japanREAD MORE,5
1530,Brilliant This is best for beginners and professionalREAD MORE,5
1531,Perfect product! Nice Product.READ MORE,5
1532,Excellent Super productREAD MORE,5
1533,Wonderful MassiveREAD MORE,5
1534,Pretty good NiceREAD MORE,4
1535,Good choice SuperREAD MORE,4
1536,Highly recommended Go for it without any second thoughtsREAD MORE,5
1537,Horrible This is not original Yonex Mavis 350. It is a useless cork with the look and branding of Yonex Mavis 350. It won’t last for more than 2 gamesREAD MORE,1
1538,Terrific goodREAD MORE,5
1539,Best in the market! excellentREAD MORE,5
1540,Best in the market! No need mention anything it's always the bestREAD MORE,5
1541,Just wow! Excellent qualityREAD MORE,5
1542,Terrific purchase Super Quality mind blowingREAD MORE,5
1543,Best in the market! Good shuttlesREAD MORE,5
1544,Fabulous! All the shuttle are so niceREAD MORE,5
1546,Super! Awesome must buyREAD MORE,5
1547,Brilliant G9odREAD MORE,5
1548,Simply awesome Good quality ☺️READ MORE,5
1550,Super! The best productREAD MORE,5
